Genotype,Color_over,Flowering_begin,Flowering_end,Flowering_full,Flowering_intensity,Fruit_number,Fruit_weight_single,Fruit_weight,Harvest_date,Powdery_mildew,Russet_freq_all,Sample_size,Scab_fruits,Scab,Trunk_diameter,Trunk_increment,Weight_sample
1,1.35665017385776,7.65432315039425,8.1433789917569,6.96414346043792,-10.7038459777286,-11.9017355281934,-45.1997899272135,-2.25942546285392,0.865085369315694,-0.000204932954172231,21.1369948694886,-1.02154746182434,,-0.377628851086578,0.868116319429392,0.146454203524709,-0.800205695832597
101,0.755522921391553,-3.73505670443959,-2.28822938180186,-2.3560066716655,2.93915105130537,-0.285122957261482,-9.99013132480871,-0.25907581082535,8.16124081377316,0.191329951325581,-0.506719469820534,1.34498087796559,-0.0769991627332731,0.217311814010951,-3.48176285407527,-0.699705769934735,0.23196291839099
1015,0.893905407026291,-0.764138705091593,-3.02192288492935,0.797397059204075,-0.486456417080735,-7.3813674507047,19.0517787815883,-0.478073851723147,8.34654224402416,-0.00395628440470783,4.49165730340876,-1.39758634417364,0.018583908613916,-0.0667629196597209,2.20151477255974,-0.239026519859452,-0.0792630070899017
1020,0.294779387373286,1.72486881861176,-0.109263857782563,0.00604738192800754,16.0934768567874,-7.11550711434366,17.9016639010133,-0.1715300260644,0.673608873714835,-0.0783116746847151,9.72440637618391,-0.544499501051029,0.0041882479667604,-0.0449214481025187,-4.03146689630803,-1.0939033634478,0.575046273002263
1091,-1.01167597664568,7.74050151381432,,,-13.7319574033353,8.22522928955873,-37.2467691781275,0.368891468810137,1.2177027175779,-0.0207931590091155,8.23050760211871,1.06481469477942,,0.52767468088615,-0.269432998359406,-0.26323337932865,-0.550083155871174
1113,1.73366019650373,1.76944788692145,1.67013382027108,1.69706771880934,7.73238657724517,-1.27554589239117,17.5991436500934,1.06975073702707,15.2233213917792,-0.299998689943192,-0.0605538024123225,0.0859723800624409,,0.386469033623418,0.281859059569681,0.558937005953702,0.496413769147653
112,1.95164119987119,-2.61663784351747,-0.831396921937473,-0.105580159282459,3.58628585353753,-3.19636122925638,-0.170748402158041,-0.527480539516818,32.2111268572687,-0.301905416280113,-20.989258515017,0.350702303765983,5.10278327316176e-06,0.156889405276273,-6.2791629899029,-1.48002086315394,0.295067079674233
1123,0.566882456917261,3.66293850510237,1.46658065977334,1.11726117786218,-6.50176102030975,12.378764308881,-22.8054695084774,0.21563768170908,16.7493520587893,-0.373432710081224,-4.96142139467111,0.065426144039021,,-0.0341486805569952,4.18639057076193,0.172331295334496,-0.36473205951571
1125,1.0902227027666,-3.60373006519721,-4.58949197738546,-3.08040554866027,22.0526019732655,22.8729004358842,-16.9872405721013,3.31470841601665,35.7773008223466,0.0108848732111736,-28.3995930129551,1.6765026255059,0.00270175843886828,0.686825524114583,2.76728888701746,1.15126836050799,0.217683454958504
114,-1.06035750662491,0.509000482702081,-4.19286399745501,1.31204222107047,10.2067557746579,4.54571994287696,6.08859541365274,1.15318964862221,-5.12202408248575,0.128403926579906,23.0703343383193,1.34664216263015,0.00503986419588748,-0.0432314323006875,5.70692513710657,1.02352487505811,0.287474901127802
118,-0.355696847112731,-3.38075842521796,-0.363918076573247,-0.491368676481538,8.37688826933361,-4.24067789366064,-4.59942655566943,-0.542142039610291,-1.97757320352038,-0.124538050766866,5.96577254074411,-0.0768910836690851,,0.0741502382510863,-1.05282633515675,0.0436643069919857,-0.0278195853452371
12_196,0.330430753046749,-3.66235821626382,-0.415748213094243,-0.414608167973443,4.18213600399891,12.9211960215138,30.1789909441852,2.941699514002,-7.83177984867225,0.354229143006772,7.95312443193393,0.60608963555121,0.0085634404721072,-0.223341536646708,5.27274777640163,1.37755140182882,0.178798525442125
12_197,-0.178168157744896,-0.159226968328003,-0.4991564975866,0.237134337828863,0.903328004734752,1.66919976721621,-18.582606733689,-0.244449229921337,-3.21703832574692,0.500324499501438,12.4502448464064,0.57554959433465,0.0116214480557237,-0.437594491464575,3.84457247342333,0.691368773937778,-0.424652502439398
12_204,0.668459663140757,0.45136238051235,0.527229401456605,0.933032299338279,4.58252962872848,-16.9199082289245,26.25359164827,-2.53737705276864,-4.33929599356276,-0.0913729707646518,-7.44705838070675,-0.881875972149547,0.0059512868833023,-0.262474833245723,-2.51024976936619,0.139352121039013,-0.0340595892212198
12_205,0.650612147038723,-0.86476969975549,-1.38360520462402,-0.595780264853858,9.25128953042256,-4.58944845855286,12.5053575990276,-0.340742125532324,2.34440434867834,1.64880553863109,10.6342153866695,0.421968286320003,,-0.609869048445154,1.35757721103636,0.583143027149921,0.152594351743704
12_B006,-0.63795759346911,-0.0348863649300873,-0.992687097198177,-0.404355255674093,-1.50711116298329,-5.08650702147238,21.6642396585274,-0.0366041081262465,-11.434897801353,-0.421405677909163,22.7893780523352,0.080381049191204,,0.0568346536392241,-2.59444641543298,-0.50678444411077,0.232331082654984
12_B020,1.35267533851344,-2.87497206262492,-1.25341653948395,-2.0635602793026,5.12286641433013,6.30036582685858,-2.3087644536779,1.35662131513646,9.44864520919061,-0.030120858700772,16.9319576379313,0.134776034601485,-0.00273708487379412,-0.150500320603489,1.09037965204869,-0.348723328017583,0.0420709409837625
12_B023,-0.61960459985927,2.27146138386469,2.8006538911875,1.15670065692265,-8.66118486658909,-1.48848572268585,-11.6988228066977,-1.51991643889667,0.578428700939877,-0.802993008971062,24.4797828634398,-0.262849124874128,,0.088728451396829,1.50397515838885,0.158086905812974,-0.350886630717196
12_B057,2.06757392467284,0.118967112449985,-0.1930986474878,0.143960192517273,-6.89321735848306,-1.60071346614024,17.7667815041677,0.097285349221577,5.16780021917643,0.00966179641568029,6.41039614025136,0.57925259840181,,0.116813636038093,6.36062794152402,1.42172733154564,0.397481123522287
12_B061,-0.77174970204011,-0.577682193267519,0.479892990703773,-2.46221705391559,-6.76754068454916,12.4887378657049,14.0721317298011,1.79724846244842,-3.13363154895299,-0.707004736073866,-11.6638757725488,0.338558971494599,,-0.0863583611339291,0.182973992452677,0.00529136931420333,0.127818934409365
12_B064,-0.181337211336842,-3.67976294685823,0.101632804354695,0.442975662256576,7.25615689411675,2.06115758122553,21.6676032573018,1.02015379907082,7.82654964511219,-0.0478488336899497,13.6630550262158,0.180021287084699,-0.00967808345252627,-0.144471524744817,-0.198102563781235,-0.366274645698827,0.194263728501861
12_B074,-1.11027367252126,0.168283803124805,0.509973393920553,-0.389869116184247,1.00753646799315,10.603194904183,47.8981849550226,3.85734846486031,-0.178737563549008,-0.28393824459698,-15.5321410739586,0.463654524000099,0.00838361249512417,0.106712335739986,-0.930345155556236,-0.48399854220594,1.1072304504752
12_B081,-0.501617464779273,-1.07009280276936,-0.24998624083153,0.730090505781785,-3.5488978321534,-17.5145994074567,88.8665110647108,0.670401161489602,2.68286283500884,-0.294926094385528,10.6150215147461,-0.783768893563,0.00168320851653967,-0.204900156387024,-3.76938120893544,-1.11219015742422,1.50850522607888
12_B093,-0.427904214964083,-1.31005075484628,1.28432862954774,1.03003214566389,-0.808686222963315,-6.73140407629948,-3.41034082711194,-0.943202145855973,-3.42790214395798,-0.0548172229385331,16.4059371105314,-0.439496372519514,,-0.00373981086392852,4.90329775599968,0.858018901421544,0.00453314158655616
12_B095,1.02671787919149,-0.0759983602713433,2.85678886462828,2.69275343748572,-7.84923661490847,-5.24428813057885,-10.4454766546389,-1.00512604826686,-12.7513575952817,0.0434202949760091,6.41931117697704,0.204465976892349,0.00906397494787107,-0.102123021877482,0.85043642543944,-0.00910687776162912,-0.133117375509855
12_E003,-2.00970934979919,-2.46127319487174,-3.76542768469301,-2.81030084176466,-0.91862674666381,-10.8080899505673,1.92436073821442,-1.06269453035834,-14.0362439855601,-0.207172406280976,23.9400046013593,0.722073851645058,,-0.265677698719921,-4.41887899888062,-0.888170373290833,0.240723267797376
12_E014,0.0128207741794263,-1.53231008574132,1.38330854341046,-0.124249681019879,6.10800484318008,7.62458504244925,-23.9260243219797,0.0176039104694195,4.44910771458654,-0.312140990328394,7.03479245337838,0.188003305711988,-0.00500872223238783,-0.110593386626715,-2.42893116369566,-0.216903190037813,-0.372287163828252
12_E015,0.478442203862311,-0.172335368583248,-1.35124860224982,-1.96327361144927,7.9389687568173,-24.9970964296007,37.5101078391564,-2.70223537757738,4.84218245758717,0.133092235590784,20.8603993493489,-0.701767197057977,,0.0335831382566475,-7.32130451511329,-1.90545315810094,0.478652643350627
12_E017,-2.02779694425823,-2.63025764115996,-1.42970371175319,-0.867688398225194,5.36727480125779,-0.464826838260344,-9.85674870221491,-0.210985361238158,0.340156525267888,-0.331351279038953,5.44075738011259,0.0359914543013458,,0.192246638724194,-0.310686713044165,0.603993812612423,-0.127653733211847
