Genotype,Color_over,Flowering_begin,Flowering_end,Flowering_full,Flowering_intensity,Fruit_number,Fruit_weight_single,Fruit_weight,Harvest_date,Powdery_mildew,Russet_freq_all,Sample_size,Scab_fruits,Scab,Trunk_diameter,Trunk_increment,Weight_sample
1,0.649623786457769,8.68267735496756,8.65637893247634,7.24608536235962,-15.3530029862207,-23.5345103752058,-42.6584013379317,-4.05819764868955,-4.06677448605298,-0.255244649595378,21.7421546976624,-2.17957584614424,,-0.449388641579405,-1.96292826568303,-0.428495172960321,-1.01095578155239
101,0.0592090234003532,-3.84493746119092,-2.00097240820205,-2.02999378781504,-1.45914561680996,-5.13103561147881,-30.5404405012568,-2.02052193799132,14.5575298329531,-0.163730389479724,-1.49083220428457,0.68128817829655,-0.0830654913578452,0.221028975035418,-6.85615330205249,-1.37868744848624,-0.355129546305128
1015,0.722372825592165,0.235579499791349,-2.33586365892715,1.36112745786237,-6.93569678571576,-17.911146950458,14.5531192136855,-2.61143834789833,-0.822253472686092,-0.320038970508314,8.32077552425441,-2.61752317495651,0.0185556436118144,-0.240756494117008,-0.03266879536233,-0.645538625806211,-0.510169747711929
1020,-0.281755394193149,2.86624271005982,0.922977037055546,0.964968275562029,10.7940111413375,-14.616230367273,11.5225171551777,-1.67751593823033,11.4374378009106,-0.264280635900543,16.2286956604088,-1.06116917399825,0.00274401125379841,-0.0827771844450663,-5.58154446461423,-1.45501572190367,0.298513768405966
1091,-1.48579523042651,8.97374907953307,,,-21.8599862414383,-4.05203920413573,-32.0390943132465,-1.69679332753965,-10.1716279118933,-0.197044483358427,14.1013464476582,0.335564593076118,,0.32987503283684,-2.2853229725357,-0.589580337470791,-0.758055886509001
1106.1,-0.12238202559442,-2.948595163882,-1.79930124365318,-2.63001054552361,-4.73266389302068,-15.4258343250991,23.7981813085915,-1.93766438088873,-37.7681414922214,-0.65555891697726,-1.07796273078881,-1.56859784904409,,-0.171997897551893,0.742702924989003,-0.0269298677939043,0.102217373554693
1113,2.3974163247546,2.2470524870994,1.77959359437465,2.32527529870365,3.95842740593863,-0.0356498475147131,14.8038230708379,1.15408273729659,13.0800993595398,0.00430734889324513,-1.53402037797779,0.413644437416846,,0.434973287087428,1.05583082854999,0.840275506942735,0.552630830420949
112,1.74610927028112,-1.58482063261742,-0.231533895581467,0.0630371510123934,-1.07132019027856,-13.5799146735974,5.09034656020012,-2.2765378570654,18.3956495232741,-0.621738396613236,-12.7138252826935,-0.521143489664702,-0.00012505499922406,-0.128896538702078,-7.00001404306088,-1.60940338641169,0.0702147552551351
1123,-0.518830471884835,4.39182420676568,2.2304333146892,1.84979940606465,-3.9249535447435,18.8964291385072,-24.6294937910122,1.20148346118897,26.4474309223998,-0.128626481998956,-11.7950435184299,0.381865165054907,,0.30029658797076,2.69066110891778,-0.123127225626012,-0.265762428967497
1125,0.623453840735078,-3.32391165898075,-4.18369137148818,-2.85844891620785,22.435566827421,20.4442033636259,-13.6225015897452,3.02968056202071,38.0692810144148,0.00873575355829219,-29.3168540736629,1.63092873041859,0.0025373092668854,0.786111703166241,1.31860630376396,0.843044762286137,0.204638685367944
114,-1.45122956379283,0.035352066626296,-4.3593274271837,1.23547331396451,6.81411317256779,-0.251278620217642,-16.2071897083748,-0.708950902679078,-1.34323439695508,-0.37797646869498,22.5980133854422,0.614419976247197,0.00282494675157042,-0.125665570130586,2.92649421749913,0.503810271224524,-0.362648296252882
118,-1.99864277219881,-0.998529487546683,1.04208299364291,0.495841182476285,1.08166199869059,-15.6355471117679,6.70348063342138,-1.99151786215394,17.5188289568887,-0.37599188875572,20.9033464536746,-0.511192842752604,,-0.0191853081876522,-2.29617979368732,-0.147804458320675,-0.016182411131359
12_196,1.17261622770073,-4.04571595738846,-1.50937705621601,-1.07887105533607,7.53726708141127,15.0682537996336,23.7327534303001,3.56520107006143,10.1781807989463,0.520202772611725,4.06792140436161,1.09838759217556,0.00120270827238175,-0.0242369613719121,7.60170894692811,1.56557207712822,0.397127389691439
12_197,0.645198889401795,-0.636434571539197,-1.79763874403835,-0.48573597377203,3.34445118473878,4.03584445980765,-27.7159712912952,0.173835072312552,9.20475018150059,0.632666175913393,7.01289993831974,0.906006503645018,0.00773108167401691,-0.298257415763473,5.76391186732099,0.87213797538011,-0.298571945592068
12_204,1.64490540974092,-0.34740504012065,-0.759430273018256,-0.0145968325253296,9.885725233509,-15.9722224701341,27.2964793635823,-1.71374426863844,7.4281955445789,0.188699778124587,-12.8373585141646,-0.446905738823622,0.00160066881068711,-0.0462146737075042,0.0616139189085483,0.308654563567771,0.344561700881506
12_205,1.23878686630562,-0.899197120878606,-2.18895448628473,-1.22199020363715,12.8938842502498,-5.41454708082602,14.7731294826841,0.0908334296602709,11.0800042678586,1.92096618492032,7.82534556805602,0.769129731495559,,-0.459871816012484,3.53697080507083,0.74809355339602,0.465389288460527
12_B006,-2.01228890776174,-0.365868369718848,-1.35540939435189,-0.580053963105224,-2.9212359746998,-1.8172497499378,15.3377907228161,0.319764190445326,-1.06292602027584,-0.384887550043339,22.8543515849136,0.394442643767792,,0.124848480946051,-3.61480809415884,-0.50612430563357,0.270127851560178
12_B020,0.130204769425111,-3.69237207035494,-1.98854466198688,-2.73951144009551,2.67463307447468,6.71339606449777,-10.6793338821681,1.04460811260094,10.1161278492367,-0.0375415735405703,19.4954384141655,0.296655272382329,0.00753928605698428,-0.237802455421849,0.775481055630213,-0.176830020985655,0.00613879369702288
12_B023,-1.75086415080382,0.819546252044154,1.912710378848,0.339727124365981,-9.48643407104558,0.639083160297387,-14.5796327533634,-1.28774719355996,-0.685342058474567,-0.695028063769169,23.4405259642407,0.130292456068116,,0.0831958772699666,1.02185471612771,0.304509851982983,-0.221825334760421
12_B057,0.879299465455842,-1.0033495254643,-0.933454987780205,-0.471474916543175,-8.11432202721963,1.75290354228564,6.29673208389681,0.145962701801873,6.02863212100566,0.0331104038501252,6.61357148927294,0.9018130981999,,0.0897483122662295,5.83510557412117,1.62757077383365,0.330693069377704
12_B061,-1.95206553106535,-1.18918691813499,-0.0934508677829181,-2.93702448425871,-9.4989749356338,13.6281714739751,6.81980275871091,1.65293080469094,2.28785751814006,-0.708556799542888,-9.13735642927531,0.584328793142218,,-0.119143024047322,-0.223073828079707,0.127938437644111,0.120796677807739
12_B064,-1.34339422865391,-4.21217277788883,-0.304647717970886,0.0582448889526037,5.40164127657943,4.0465957686503,13.0410704156228,0.839555775903996,4.37685257196901,-0.100882767710988,15.4199490408037,0.260786075699538,-0.000781673945792261,-0.245616116587036,-0.656703766288362,-0.176794132350122,0.0894792988899586
